D;83;16540031
U;83;16540125
D;65;16540203
U;65;16540296
D;78;16540328
U;78;16540406
D;84;16540453
U;84;16540500
D;73;16540546
U;73;16540609
D;65;16540656
D;71;16540765
U;65;16540781
U;71;16540812
D;79;16540906
U;79;16540968
