D;83;16556875
U;83;16556968
D;65;16557062
U;65;16557171
D;78;16557203
U;78;16557281
D;84;16557312
U;84;16557375
D;73;16557421
U;73;16557515
D;65;16557515
D;71;16557625
U;65;16557640
U;71;16557687
D;79;16557781
U;79;16557859
